N= 1400   Tipo=2 (coordenadas XY)
   1785.37   2027.40
    804.01   2027.40
   1891.79    173.21
   1678.96    173.21
    910.42    173.21
    697.60    173.21
   1732.17    167.31
    750.80    167.31
   1891.79    161.40
   1678.96    161.40
    910.42    161.40
    697.60    161.40
   1838.58    155.50
    857.22    155.50
   1785.37    149.59
    804.01    149.59
      0.00      0.00
